,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,평점
216,오유미당 영도점,4.86,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220120_6%2F16426744042890Aru0_JPEG%2F1642674383402.jpg,696,131,9.38
217,남포양식당,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200421_95%2F1587476069305jca50_JPEG%2FVWVwMSduFiqfPyhuunrXcMld.jpg,167,228,
218,삼진커피 남포점,4.33,,835,195,8.92
219,도쿠도쿠 본점,4.45,,267,121,8.69
220,실비집,4.34,,294,279,8.64
221,생강나무,4.71,,93,55,8.81
222,키키케이크,4.76,,107,110,8.86
223,나담,4.29,,39,92,8.39
224,들뜸,,,30,39,
225,소문난돼지국밥,4.12,,150,261,8.28
226,뒷고기회관 남포점,4.36,,176,117,8.46
227,박대포 소금구이,4.56,,190,251,8.72
228,더밍고,4.56,,12,156,8.66
229,서가앤쿡 부산광복점,4.23,,317,264,8.6
230,대궁한정식,3.98,,38,15,8.08
231,스타벅스 부산광복로R점,4.49,,2526,111,9.22
232,에데라,4.31,,309,486,8.74
233,원조바다집,,,5,128,
234,코심,4.59,,128,13,8.69
235,중앙양고기,4.61,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_17%2F1545727879342dArR9_JPEG%2FCqRmq00Or_SbJByRV1BOOhNB.jpg,25,38,8.71
236,타카라 본점,4.56,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210313_111%2F161557590449555we8_JPEG%2FP-IugR1tgbU_N66cK3G2V3sn.jpeg.jpg,123,125,8.66
237,남포돈갈비,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_128%2F1441096490601G5o83_JPEG%2F166554535133145_0.jpeg,119,58,8.67
238,냉삼집,4.39,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191218_167%2F1576659529373HQ5lG_JPEG%2FIOw0HsxKmdavjGg0x4SVQIWH.jpg,185,165,8.49
239,한씨꼼장어,4.29,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200203_224%2F1580736506147P4GQj_JPEG%2FXNMH0DfhaatIuGbJktvnh960.JPG.jpg,72,167,8.39
240,탕화쿵푸마라탕,4.22,,162,67,8.32
241,레드애플 롯데백화점 광복점,,,11,61,
242,대나무집,4.49,,231,109,8.73
243,이가꽈배기&맛나찹쌀꽈배기,4.45,,142,73,8.55
244,하루,4.33,,28,46,8.43
245,남포동 별,,,6,11,
246,도쿠도쿠야 중앙직영점,4.62,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200414_68%2F1586833466160xXyvJ_JPEG%2FSqtEVBl8HpDyj28Y4d1L5ZKr.jpg,383,90,8.93
247,쩡수제도너츠,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170215_45%2F1487138479807MTONx_JPEG%2F186159528277985_0.jpeg,57,36,8.67
248,커피빈 부산남포역점,4.41,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201118_147%2F1605673324780qDSrJ_JPEG%2FDOLk91S1KfSx5Eo_dz12fuei.jpg,1348,45,9.07
249,아키투탭하우스,4.68,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160714_278%2F14684568191352mIYA_JPEG%2F176664497038342_0.jpeg,30,51,8.78
250,백소정 남포점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220422_105%2F1650577074499ILHEH_JPEG%2FKakaoTalk_20220419_151430379_26.jpg,435,67,
251,달달술집,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211014_283%2F1634186480690GjmU9_JPEG%2FSCjRADcDpl7lFqRb4JMHs0De.jpg,11,19,
252,멕코이치킨 부평점,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191210_162%2F1575935915738J08C8_JPEG%2FrwTvvHPub26rnG9InxvFOPM2.jpg,260,257,8.66
253,양배추식당,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200423_255%2F1587616623437ft9Gp_JPEG%2FXE0WihO_gHZs4p12LVkxcdpN.jpeg.jpg,164,73,8.67
254,델리커리 롯데백화점광복점,,,169,39,
255,총각상회,4.5,,145,544,8.75
256,스타벅스 BIFF광장점,4.45,,3813,104,9.18
257,비엔씨제과 광복점,4.44,,2587,117,9.17
258,남포설렁탕,4.31,,956,93,8.9
259,동남아삘,4.76,,110,66,8.86
260,양빠 중앙본점,4.59,,78,43,8.69
261,국제상인 짬뽕족발,4.5,,407,49,8.88
262,밀곳,4.67,,414,16,9.05
263,부평동맷돌빈대떡 2호점,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_154%2F144100925213805nWF_JPEG%2F156778556423404_0.jpeg,209,154,8.64
264,봄베이브로이 광복점,3.92,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160617_238%2F1466132397507dv3vy_JPEG%2F176567518973949_0.jpeg,25,,
265,야마토,4.56,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200414_292%2F1586831988282hisY8_JPEG%2FLVPRgfPG9R3OuboFsIdWxviu.jpg,105,47,8.66
266,더플레이스 부산광복롯데백화점점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190115_157%2F1547522164373VCuqz_PNG%2F982225E8-D8A2-48AA-AFC3-B5311CB105F8.png,697,194,
267,서울삼계탕,4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191029_151%2F1572317298257dw43g_JPEG%2FIORsxHmJWMfPb0lDJOoUaqYg.jpg,206,40,8.56
268,호맥,4.51,,145,69,8.61
269,까사 오로,4.53,,140,113,8.63
270,미소쿠치나,4.55,,248,66,8.79
271,스타벅스 자갈치역점,4.5,,2660,45,9.23
272,커핑브레드 본점,,,308,103,
273,오늘의 달달지수,4.83,,42,42,8.93
274,개화,4.52,,301,80,8.83
275,롯데리아 부산비프광장점,4.36,,,43,
276,원조여의주장어구이,4.23,,105,25,8.33
277,에그드랍 남포동점,4.44,,1251,110,9.1
278,스타벅스 영도대교점,4.42,,751,226,9.07
279,스타벅스 남포동역점,4.53,,2970,128,9.26
280,버거린,4.44,,93,135,8.54
281,아웃백스테이크하우스 남포점,4.52,,2593,344,9.34
282,파머스버거,4.52,,48,106,8.62
283,우리집,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200430_275%2F1588229520170l4P0U_JPEG%2FmI5x8DmYoQp7oAMxbUEgDAqR.jpg,53,10,8.57
284,징기스,4.62,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170324_238%2F1490314968783rGxiw_JPEG%2FIMG_0341.jpg,181,187,8.72
285,밀양순대돼지국밥,4.24,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151007_27%2F1444206708850cJuGK_JPEG%2F_07.jpg,564,158,8.69
286,오복통닭,4.48,,319,195,8.79
287,브런치카페이엘,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190103_147%2F1546509853433fuN8p_JPEG%2FWkx0Vu34UIa1zPxiX18bPY_o.jpg,33,60,8.67
288,고기굽는남자 남포점,,,297,226,
289,고치소우,4.74,,32,34,8.84
290,부평동일번지,4.31,,86,201,8.47
291,후지라멘,4.55,,236,133,8.79
292,블라인드타이거,,,4,4,
293,하나참치,4.97,,37,152,9.07
294,모모스테이크 남포동점,4.27,,185,214,8.43
295,본가 남포점,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190211_237%2F15498508739390iRJg_JPEG%2FMS03DJ_JDFUggynGesk49p4j.jpg,445,54,8.74
296,김씨화덕 광복점,4.49,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210122_184%2F1611289395306J0X84_JPEG%2F1Dz5l0Qh0pX40FtFGC1USiEw.jpg,130,163,8.59
297,9duck,4.74,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220430_262%2F1651293392153xCuKo_JPEG%2FIMG_20220409_115610_649.jpg,65,12,8.84
298,육소문,4.9,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211019_230%2F1634617241236JsdnF_JPEG%2FNw2mimHdWOGTbRK9_irmU3Tz.JPG.jpg,76,70,9
299,수림식당 롯데백화점광복점,4.32,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210922_178%2F16322795885508QR6c_JPEG%2F42VwAbspOijAZwt4Uu5ShLMw.jpg,75,25,8.42
