,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,평점
212,나인커피,4.64,,20,7,8.74
213,쑝쑝돈까스 부산범내골점,,,20,1,
214,정직유부 부산범일점,4.46,,132,4,8.56
215,스타벅스 범일동일타워점,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210825_282%2F1629834062042zFGwq_JPEG%2Fimage.jpg,1649,30,9.23
216,카페봄봄 범천점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211104_208%2F16359879488286dzqm_JPEG%2F9ZAtUIpmef70FdFl0elYFfOZ.jpg,26,10,
217,장춘족발,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220426_15%2F1650967288633Hj37W_JPEG%2F20220411_102321_HDR.jpg,,,
218,꼼빠뇽베이커리,4.75,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211028_192%2F1635409705346tie4I_JPEG%2Fq-3_pG7rSbj12avgjnLGOrsw.jpg,98,22,8.85
219,노랑통닭 범일점,4.41,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_42%2F1648729985144oqtg2_JPEG%2F%25BF%25E4%25B1%25E2%25BF%25E4_%25BD%25E6%25B3%25D7%25C0%25CF_%25C3%25D6%25C1%25BE_400x400.jpg,149,5,8.51
220,숙성명가또돈,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220227_7%2F1645887863753VIkvo_JPEG%2F20220223_143216.jpg,41,2,
221,홍보석 현대백화점부산점,4.37,,270,54,8.61
222,마스터스시,4.44,,270,30,8.68
223,진주숯불갈비,4.63,,35,4,8.73
224,쪽갈비쪽,4.42,,96,15,8.52
225,교통부장터돼지국밥,4.77,,18,12,8.87
226,부평통닭,4.46,,169,34,8.56
227,태화반점,4.6,,36,3,8.7
228,북경,4.5,,181,12,8.6
229,카페리빗,4.42,,118,53,8.52
230,밥한그릇,4.32,,110,17,8.42
231,cake de pongdang,,,10,,
232,미진축산 범천점,,,65,15,
233,기장멸치국수,4.42,,497,66,8.8
234,하루나루 케이크 하우스,4.2,,28,14,8.3
235,천라쿵푸마라탕 서면점,,,68,86,
236,소문난칼국수,4.38,,12,40,8.48
237,골목양곱창,4.52,,42,66,8.62
238,조방왕새우,4.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161014_183%2F14764325325882HdeL_JPEG%2F176964573870_0.jpg,19,6,8.35
239,부산국밥,4.39,,751,28,8.98
240,피자에땅 서면점,4.3,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220608_297%2F1654654748965QiKOy_JPEG%2F%25C6%25AE%25B8%25AE%25C7%25C3%25C4%25A1%25C1%25EE%25C7%25C1%25B6%25F3%25C0%25CC_%25C6%25F7%25BD%25BA%25C5%25CD.jpg,63,7,8.4
241,가마치통닭 부산 범천점,4.3,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_252%2F1631277158158fckwe_JPEG%2F5sbjIwv_jMcwjsSiPyGpnSTp.jpg,15,2,8.4
242,서부중국관,4.29,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200629_171%2F1593411614682Sfuld_JPEG%2FQouqC95L9FbWyV7LptkAQnjZ.jpg,309,17,8.6
243,언덕너머한우,4.49,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190127_296%2F1548585445068YGLhm_JPEG%2F3ZOe-dq1XKzd0hT7Vgr3ajX0.jpeg.jpg,128,36,8.59
244,어우랑,4.5,,33,17,8.6
245,영심이해산물,4.25,,98,19,8.35
246,네네치킨 범천점,4.12,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170906_243%2F1504685539224LJ83U_JPEG%2FxTBU46HF2QZCU-npsnn0HSST.jpg,,8,
247,아침엔김밥,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220201_285%2F1643718845926qPLbV_JPEG%2F642D89BD-DEAE-4457-81AA-BFDD7C5DE6AF.jpeg,268,5,8.74
248,뚜레쥬르 사랑모아범천점,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_72%2F1609892145530WzQVO_PNG%2F8_hfbMTE1Wa5P5y89_erZL6Y.png,1152,14,8.95
249,파리바게뜨 부산범일점,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_15%2F1649840958053Xov8f_PNG%2Fimage.png,1061,3,8.95
250,디디씨치킨 범천점,4.56,,166,9,8.66
251,댄싱컵 범내골점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211231_281%2F1640931914508Onm6a_JPEG%2FKakaoTalk_Photo_2021-12-22-22-12-43.jpeg,85,4,
252,푸라닭 부산범일점,4.59,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200622_221%2F1592792672631JAOcP_JPEG%2F0oHTfiHH_ypmm1EBiqrz4l-H.jpg,,24,
253,목촌돼지국밥 범일점,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190127_240%2F15485863455965uuCc_JPEG%2FQ_kKWNs7ifYQb_l6DovE7ttJ.jpeg.jpg,241,22,8.62
254,남양족발 감자탕,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_132%2F1441095096636k4tYE_JPEG%2FSUBMIT_1337860830795_21634145.jpg,2,13,
255,베러먼데이 범일점,4.33,,35,19,8.43
256,소미돈까스 범일점,4.32,,202,79,8.56
257,텐퍼센트커피 범일골드테마점,4.44,,130,1,8.54
258,한우천국,,,1,14,
259,할리스 동부산우체국점,4.56,,315,25,8.87
260,맛깔참죽 부산범일점,4.48,,662,6,9
261,에그드랍 부산범일동일타워점,,,54,1,
262,멕시카나치킨 부전범천점,4.69,,,5,
263,본죽&비빔밥cafe 부산범일점,4.8,,169,3,8.9
264,소이락,4.26,,139,6,8.36
265,비턴 범일점,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161010_82%2F1476068200545irYVK_JPEG%2F176955404735710_0.jpeg,103,10,8.46
266,숙향,4.36,,148,9,8.46
267,메밀꽃 일다,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220202_64%2F1643737442588d1HSt_PNG%2FDDE269B0-94FE-4F64-924B-EA0A792DD68F.png,29,6,
268,대게천국,4.34,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160120_215%2F1453274261492jWN71_JPEG%2F176065577035147_0.jpeg,62,96,8.44
269,화성곰탕,4.19,,88,37,8.29
270,보림통닭,4.53,,58,14,8.63
271,카마타케제면소 현대백화점부산점,4.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200622_296%2F1592797722486X5g5A_JPEG%2Fhm_CbZhqNlXZ-js6MPZ545Is.jpg,41,23,8.35
272,카페051 동일타워점,4.51,,589,7,8.96
273,동래통닭 범일점,4.45,,79,43,8.55
274,키친요미,4.57,,268,16,8.81
275,다카라함바그 현대백화점 부산점,4.46,,69,34,8.56
276,삼성횟집,4.36,,92,3,8.46
277,루이팡,4.32,,222,11,8.56
278,월전숯불장어구이,4.23,,167,19,8.33
279,수제왕돈까스,4.38,,532,35,8.83
280,끌로,,,8,2,
281,텐퍼센트커피 진구보건소점,,,24,,
282,오미정,4.16,,97,10,8.26
283,센텀가야밀면 범일점,4.21,,75,19,8.31
284,외식촌 범일점,4.74,,92,31,8.84
285,자담치킨 부산범천점,4.36,,37,3,8.46
286,굽네치킨 부산범일점,4.33,,,3,
287,대송초밥,4.25,,11,3,8.35
288,도너츠전문점맥스넛,,,8,105,
289,블루샥 범일동일타워점,,,285,14,
290,하이오커피 범일점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211215_169%2F1639570809460vLD1x_JPEG%2FKakaoTalk_20211215_210954794_06.jpg,120,3,
291,연막걸리,4.3,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190201_264%2F1549001694291V79qc_JPEG%2FdPtZaxWVAgDLbD7ryNp-Dzw8.jpeg.jpg,12,24,8.4
292,복커피,4.58,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200529_271%2F1590717649288zbY0G_JPEG%2FycjLxAMyoNHZVP10N3XPlacp.jpeg.jpg,393,6,8.89
293,김박사면옥갈비,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190731_49%2F15645741649204Df3x_JPEG%2FyHhe5zQyEan4VbrVkm2ZqRZx.jpg,154,33,8.43
294,나금이네,4.34,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200220_27%2F158217334542387dwd_JPEG%2FdJx9deWvxgE6utsi5t8ExAwc.jpg,163,3,8.44
295,더벤티 범일점,4.44,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200617_94%2F1592362308610bnDTF_JPEG%2FguxhSS81pQo8vNapEfQwT65_.jpg,184,4,8.54
296,우기네회,4.19,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170512_297%2F1494575231104Jw25A_JPEG%2F1.jpg,37,10,8.29
297,꼬지사께 부산범일점,4.23,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180129_128%2F1517216733157U544d_JPEG%2FkqlLpJhhrT9xwy387nm7RnHh.jpg,15,7,8.33
298,태호양꼬치,4.5,,30,28,8.6
299,본설렁탕 부산범일점,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220215_29%2F1644889145901QILfd_JPEG%2F2202_%25BA%25BB%25BC%25B3%25B7%25B7%25C5%25C1%25B3%25D7%25C0%25CC%25B9%25F6%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA_%25B8%25DE%25C0%25CE.jpg,55,2,8.6
