,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,평점
215,부광식당,4.24,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190123_149%2F1548240424914ggSrn_JPEG%2FafFGbtyLldK9JQqfdG8mkrWK.jpeg.jpg,53,8,8.34
216,60년광복동김치국수,,,,46,
217,알리아농 부산 라발스호텔점,4.3,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210705_151%2F1625463079639Vb5I0_JPEG%2F0KZDO4eyhlKj4TDU5ZymZ4WZ.jpg,337,225,8.67
218,담담,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161207_59%2F1481101102887s5F3e_JPEG%2Fimage-8.jpg,56,9,8.46
219,쉬작 Bar,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210605_181%2F1622892735275RAPiC_JPEG%2FfGGdbImfY35VN3ljmtSqK-b7.jpg,6,1,
220,미스터탕탕,4.31,,96,,
221,돌배기집 부산중앙동점,,,5,1,
222,라라 수구레N소갈비찜,,,1,5,
223,소소공간,4.38,,13,5,8.48
224,원조최가네돼지국밥,4.33,,115,408,8.55
225,애플돈까스,4.75,,60,6,8.85
226,팔딱활아구&A9,,,6,5,
227,물레방아밥상,4.13,,154,12,8.23
228,티플레그,4.41,,129,2,8.51
229,국제통닭 부평본점,4.35,,367,252,8.72
230,네모오징어 부산중앙동점,,,85,4,
231,오늘 여기서,4.57,,15,12,8.67
232,백년애순대마을 중앙점,4.38,,35,4,8.48
233,섬진강재첩국,4.3,,120,7,8.4
234,원미돌솥밥숯불갈비,4.81,,24,7,8.91
235,돈돈식당,4.61,,91,11,8.71
236,좋은차,4.44,,25,17,8.54
237,텐퍼센트 영도대교점,,,34,1,
238,새옹지마,4.41,,248,6,8.65
239,아띠커피,4.66,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181203_251%2F1543817109317VmIXl_JPEG%2FRubRT_drFwRD3KDK7hgqbk0n.jpg,132,1,8.76
240,더좋은김밥 중앙동점,4.4,,74,12,8.5
241,송이앙플,4.14,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200525_254%2F1590352547688JpkdL_JPEG%2Fvs1t32u6qejFUo-Z2fGgS9S7.jpg,10,25,8.24
242,큰집생선구이전문점,3.57,,34,5,7.67
243,카페숲,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_250%2F1441047576883U5p5M_JPEG%2FSUBMIT_1283992238588_13505168.jpg,5,19,
244,후후랩,4.52,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220416_162%2F1650097064862h6YwD_JPEG%2FKakaoTalk_20220416_154901831.jpg,154,131,8.62
245,남강실비,,,,16,
246,LA즉석돈까스,4.43,,191,10,8.53
247,부엉이 마을,4.61,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180312_159%2F1520812865474qFAgY_JPEG%2Fcv0bEtfFU6iOfZGY9VK_tFNn.jpg,121,139,8.71
248,브런치카페이엘,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190103_147%2F1546509853433fuN8p_JPEG%2FWkx0Vu34UIa1zPxiX18bPY_o.jpg,33,60,8.67
249,명동칼국수 부산점,4.42,,126,4,8.52
250,태식이의소신,5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210607_52%2F1623059999306tgq5y_JPEG%2FqcAjGFlLP73AQNWmZZ0sEoVq.jpeg.jpg,39,35,9.1
251,키키케이크,4.76,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190120_6%2F1547978311419CcUH3_JPEG%2FZ0ZS4kquD1cZGxVz15l94p7A.jpg,107,110,8.86
252,써니,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210404_201%2F1617521122015EMKGc_JPEG%2FDq3AC0c_P2kyUlHsC74KOTd1.jpg,,1,
253,영도다리삼계탕,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170322_161%2F1490151807634ErDTJ_JPEG%2F1.jpg,115,12,8.43
254,팬덤커피,4.72,,77,4,8.82
255,바다집,4.3,,394,363,8.7
256,창수네소주마을,,,3,12,
257,히엠스 커피,,,8,,
258,미친막창,,,405,450,
259,마이데이,4.64,,99,206,8.8
260,공순대,4.39,,535,507,8.99
261,명동돼지찌개 중앙점,,,33,17,
262,신불떡볶이 동광점,4.56,,18,,
263,마크,4.75,,85,45,8.85
264,계림,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200429_38%2F1588141712347Sntqn_JPEG%2FLntBCxPMQGT05LDhnqdqE72l.jpg,6,3,
265,통키통키치킨,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200728_269%2F1595942322089viWRq_JPEG%2FaAhp76dFMFWEGvCT9P1DHHKZ.jpeg.jpg,5,,
266,킷사모노,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220505_215%2F1651691324263IHk06_JPEG%2F1650887208196.jpg,330,247,
267,백년어서원,4.86,,26,33,8.96
268,하삼동커피 중앙동40계단점,,,40,,
269,수라우동모밀,4.42,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181227_243%2F1545921806876svnDK_JPEG%2Fi4wBhpdTds8kH3_hAzfnpUf_.jpg,232,33,8.66
270,닭도리탕전문점 대나무집,,,4,2,
271,달인교동짬뽕영도직영점,4.5,,45,9,8.6
272,리틀 프린세스,,,12,1,
273,영도도나스,4.73,,46,4,8.83
274,9duck,4.74,,65,12,8.84
275,부평동맷돌빈대떡,4.33,,642,40,8.85
276,볼피,,,9,111,
277,쿠시도리,,,,,
278,대교식당,4.24,,96,,
279,일광분식,4.48,,43,9,8.58
280,중앙대구탕,4.15,,31,1,8.25
281,중앙돼지국밥왕순대,,,5,2,
282,동해복국,4.58,,56,15,8.68
283,우정분식,4.44,,86,6,8.54
284,부평통닭,4.5,,121,46,8.6
285,중앙동 카페 카스텐,,,1,1,
286,서울김밥,4.29,,74,3,8.39
287,원,4.38,,50,,
288,구포집,4.45,,126,55,8.55
289,썬더치킨 메리놀병원점,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201223_163%2F1608702735040UCubP_JPEG%2Fimage.jpg,82,4,8.57
290,우래옥,4.49,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180831_52%2F1535679370000s3KBK_JPEG%2FmOSKhi0Q_KDOJDncSAxMnnBb.jpg,75,13,8.59
291,양산박,4.21,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200429_251%2F1588141754393DWAtI_JPEG%2FhQOqoBM_5GPVh4Cs9t78z55_.jpg,14,,
292,중앙식당,3.63,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200608_265%2F1591584963279RT6Yf_JPEG%2Fiele6RAPjMwQQKHtmOtINAY8.jpg,17,,
293,쿄우다이,4.06,,32,2,8.16
294,카페영춘,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220419_232%2F1650342009670TepOR_JPEG%2F6BF5166A-BE33-4AAF-8E8E-B4DE4960D45B.jpeg,12,1,
295,미성왕만두 부평점,4.44,,239,8,8.68
296,담원집,4.59,,82,16,8.69
297,쉐리 chez lui,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180317_42%2F1521229446885XWc7S_JPEG%2FlQqSfRBVLJXey9fxZKzhcwNg.jpeg.jpg,,6,
298,쏙닭쏙닭,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200502_38%2F1588391809284WY1HB_JPEG%2FAIaByo9HHdqdyCQw6ukjCNvy.jpg,,1,
299,정성식당,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_266%2F1441103667731WTurv_JPEG%2FSUBMIT_1342708095306_21829390.jpg,307,272,8.87
