,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
87,오모가리추어탕,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190125_170%2F1548426739036yhkco_JPEG%2Fbj3sxyQ43MqnUpqxy3LlhcEK.jpeg.jpg,148,6,7,5,9.17
88,배스킨라빈스 부산장림시장,4.47,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg,452,10,9,6,9.23
89,내고향돼지국밥,4.63,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220522_27%2F1653190632056y7fLx_JPEG%2F16531906024792003759617183122203.jpg,29,3,1,3,8.99
90,고봉민김밥인 부산장림점,4.2,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220214_87%2F16448042313851HqxD_PNG%2F%25C0%25DA%25BB%25EA_1.png,374,3,8,3,8.7
91,하나옛날통닭 장림점,4.24,,163,3,7,3,8.72
92,빽다방 부산장림점,4.25,,229,8,8,6,8.99
93,파리바게뜨 장림본동점,4.38,,685,5,9,4,8.98
94,경성술집 부산장림점,4.45,,66,5,3,4,8.93
95,사상재첩국,4.41,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190129_29%2F1548765693886GPzD6_JPEG%2FYMfuNdH0fUUH5DQsXIdpvtUW.jpeg.jpg,148,8,7,6,9.13
96,원조밀양돼지국밥,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210508_48%2F1620458594677dJ5Vr_JPEG%2FB45WKpAGi6r4z32U30WdzT4j.jpeg.jpg,75,7,4,5,8.91
97,양자강,3.97,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200111_213%2F1578716896411aCsFB_JPEG%2FFzTrO6Qp_xGXnPJJnvt9DqKC.jpg,42,1,2,0,8.11
99,지코바치킨 장림점,4.42,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200610_165%2F1591768911032VnBaf_JPEG%2Fs-EdBZJfs_RDe3y7nP-0flD5.jpg,99,3,5,3,8.86
100,파리바게뜨 부산장림점,4.26,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_76%2F16498407053847DfbW_PNG%2Fimage.png,589,1,9,0,8.54
102,토담돼지국밥 장림점,4.25,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200425_206%2F1587823038908GjD5S_JPEG%2Fs_orVlocngpLMI1EONu2WsI9.jpg,181,13,7,7,9.05
103,길카롱,4.64,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220621_205%2F1655766959390GvKRW_JPEG%2FCCF86158-53DE-4C33-88CE-1E795E33C65D.jpeg,135,21,6,7,9.42
104,이디야커피 부산장림점,4.41,,124,3,6,3,8.87
106,바우네나주곰탕 장림점,4.34,,150,3,7,3,8.82
108,신전떡볶이 장림점,4.56,,85,2,4,2,8.9
109,컴포즈커피 장림하나병원점(장림점),4.37,,236,2,8,2,8.79
110,그린샤브앤쭈꾸미 본점,4.58,,206,15,7,7,9.38
111,노랑통닭 장림점,4.52,,145,3,7,3,9.0
112,영이네국수,4.86,,13,1,0,0,8.96
113,꾸브라꼬숯불두마리치킨,4.52,,60,5,3,5,9.08
114,어랑어랑횟집,4.42,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180115_75%2F1516016701863MdDE2_JPEG%2FvH6wZqxpJziXI5QHvW68Lwye.jpg,90,6,5,5,9.02
