,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,평점
208,동대문엽기떡볶이 부산역점,,,318,27,
209,디저트카페 고마워,4.67,,319,21,8.98
210,둘래아구찜대구뽈찜,4.42,,202,55,8.66
211,거북이스시,,,1,29,
212,홍콩반점0410 부산역점,4.41,,602,119,8.93
213,소문난집,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190628_193%2F1561688047908TFobX_JPEG%2F54PXmrYCHzfeIDbFILq8dhqK.jpg,142,38,8.48
214,츄츄당,4.78,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201004_261%2F1601821979602Are6k_JPEG%2Fw2HIYHHFclb8znP0b7IHZJKS.jpg,155,28,8.88
215,부산국제시장단팥빵 부산역점,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220416_172%2F16500809388835ssiS_JPEG%2F1643345600194.jpg,25,11,8.6
216,좋은쌀로밥짓고,4.53,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200503_218%2F1588513190669aAPTu_JPEG%2FgubUhW4oZuHFb08m6mOYZiyf.jpg,64,32,8.63
217,참치정육점,4.54,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220420_187%2F1650455435256mavFs_JPEG%2F8596B290-A0F5-4CBB-9240-E3DC1EEBF80B.jpeg,28,9,8.64
218,신초량족발,4.31,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160809_58%2F14707114858238ND3Y_JPEG%2F176756635043955_0.jpeg,163,20,8.41
219,개미집 부산역사점,4.94,,20,32,9.04
220,메가커피 초량점,4.41,,226,7,8.65
221,굽네치킨 부산초량점,4.32,,113,2,8.42
222,중남해,4.34,,130,88,8.44
223,우즈마키이자카야,4.78,,16,10,8.88
224,웨슬리 2,,,,2,
225,정일품식육식당,4.41,,477,54,8.79
226,초량통닭,4.51,,169,60,8.61
227,남천할매떡볶이(부산역2층맞이방스낵점),4.27,,158,42,8.37
228,영주손칼국수,,,2,18,
229,시샤,5,,79,34,9.1
230,총각네충무김밥,4.23,,158,11,8.33
231,대가보쌈,4.37,,126,9,8.47
232,빨강숲,4.43,,51,17,8.53
233,싱싱숯불갈비,4.27,,24,109,8.37
234,더밍고,4.56,,12,156,8.66
235,맘스터치 부산초량점,4.39,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210222_135%2F1613961758118sCz07_PNG%2FuRWGvOFJAoz3v7SmWWCEWFjx.PNG.png,439,6,8.77
236,코코샤브 남포점,4.36,,424,308,8.83
237,바우네나주곰탕 초량점,4.06,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171116_227%2F15108009250978wmab_JPEG%2FhtfsEzg0POSUc_luDsVc9a3b.jpg,376,40,8.37
238,오니기리와이규동 부산역점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200501_231%2F1588298164629QGM6X_JPEG%2FV3gKMrChxfU9Ij0c1LQLKg12.jpg,253,33,8.69
239,천리향,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200425_91%2F1587784706945dA7eq_JPEG%2FwSTwYV6ZwC5v2dYhIpZsdSog.jpeg.jpg,139,25,8.61
240,어촌,4.37,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200424_169%2F15876950624382uLou_JPEG%2Flz5OFncWNpFHa_Y48RQAduwp.jpg,74,32,8.47
241,신전떡볶이 부산역점,4.53,,325,130,8.84
242,만리식당,4.12,,232,20,8.36
243,커핑브레드 본점,,,308,103,
244,타코비 초량점,,,62,13,
245,고봉김밥 부산역점,4.22,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200514_127%2F1589423052267vFcBs_JPEG%2FCCCrzyth-KWAF-zCIom8Q-6S.jpg,255,8,8.46
246,이조설렁탕,4.4,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_215%2F1441013072053wA5cf_JPEG%2F12077739_0.jpg,179,32,8.5
247,룰루랄라 남포점,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180913_183%2F1536815361513OGTih_JPEG%2FXza4_MkfD5Av9vciRHUFL6xc.jpg,151,253,8.61
248,파스쿠찌 부산역점,4.33,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170321_119%2F14900583211256Do1l_JPEG%2F_.jpg,991,13,8.92
249,부산1층광장일반음식점(양산국밥),3.76,,111,52,7.86
250,오포르투,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211209_246%2F1638983866914eLdcu_JPEG%2F1638115722924-1.jpg,65,16,
251,초량벙커,4.88,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200521_164%2F1589993217078cHJcK_JPEG%2FCa98CrBG_7WEL3tFhUFG6dsN.jpg,16,7,8.98
252,수타왕돈까스,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160721_118%2F1469065401379W15oN_JPEG%2F176671507341260_0.jpeg,11,12,
253,청춘닭갈비,4.24,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201111_19%2F16050811502178kdOb_JPEG%2FEJ3EFt6TlcFO32txpVi_EZ4R.jpg,72,6,8.34
254,맘스터치 부산역점,4.48,,500,26,8.93
255,텐퍼센트커피 초량육거리,4.44,,160,5,8.54
256,탐앤탐스 부산KTX역사점,4.25,,447,4,8.63
257,삼생원,4.25,,13,9,8.35
258,오븐에꾸운닭 초량점,4.31,,85,11,8.41
259,수림,4.38,,37,4,8.48
260,킷사모노,,,330,247,
261,차이본양꼬지,4.31,,76,12,8.41
262,남원추어탕,4.27,,345,21,8.58
263,뚜레쥬르 부산중앙대로점,4.38,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_72%2F1609892145530WzQVO_PNG%2F8_hfbMTE1Wa5P5y89_erZL6Y.png,1282,10,9.04
264,포동충무김밥,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220428_72%2F1651119990927GH36f_JPEG%2FAA459EDA-5CB2-472A-BAC7-C0065EE98B0A.jpeg,7,2,
265,미락정,4.43,,206,32,8.67
266,히스피 초량점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220510_64%2F1652141807869ap2rr_JPEG%2FKakaoTalk_20220510_091608455_04.jpg,34,13,
267,나베야,4.42,,249,22,8.66
268,탐앤탐스 부산남포점,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181229_268%2F15460848740956JCsc_JPEG%2FJOU1Cfh8ieFichGeBCksZTGD.jpg,318,9,8.67
269,늘보고방,4.37,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200130_61%2F1580371250016Wg7pt_PNG%2F%25C1%25A6%25B8%25F1_%25BE%25F8%25C0%25BD.png,174,29,8.47
270,센텀가야밀면 부산역점,4.19,,56,16,8.29
271,블리녹,4.5,,52,28,8.6
272,톤블랙&텐뿌라나인,4.41,,252,88,8.65
273,마봉자김밥 초량2호점,4.34,,397,12,8.65
274,김밥천국 초량점,4.36,,435,14,8.74
275,노랑통닭 초량점,4.4,,159,5,8.5
276,초량잔잔,5,,27,1,9.1
277,BHC치킨 부산역점,4.19,,,8,
278,호토모토 부산역점,4.29,,705,35,8.81
279,텐퍼센트커피 부산역,4.8,,67,2,8.9
280,섬진강재첩국,4.36,,165,18,8.46
281,맷돌손칼국수,4.27,,101,6,8.37
282,초량단골집,4.38,,85,34,8.48
283,굽네치킨 영주대청점,4.57,,,3,
284,남포수제비 부산역점,4.2,,89,8,8.3
285,청도식당,,,3,32,
286,하늘섬,4.29,,45,14,8.39
287,불타는소 부산초량본점,4.3,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F%2F20170209_197%2F1486619107830voDhS_JPEG%2F20161230_201930.jpg,70,8,8.4
288,테라비 남포점,,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220219_97%2F1645243213748gkWHe_JPEG%2F%25BF%25A1%25B1%25D7.jpg,492,43,
289,훈춘양고기,4.77,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200501_245%2F15883109270085utWE_JPEG%2FS5veezFRxy9M976hpvsEEDRU.jpg,44,42,8.87
290,하삼동커피 중앙대로점,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200730_69%2F15960853844467iLjN_JPEG%2FRUKB-OfEFWJ-wq624T_0Fksn.jpg,485,5,8.95
291,카페슬로,4.34,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210707_240%2F1625654194587tF1JQ_JPEG%2F1dkNEa3FdikajfDNYNg0rjeP.jpeg.jpg,44,24,8.44
292,땅스부대찌개 초량점,4.36,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190418_196%2F1555577123207Fa2p0_JPEG%2FMzofKOTw3cxI4LzdQaORLqVn.jpg,19,11,8.46
293,본도시락 부산역점,4.27,,110,26,8.37
294,은송죽집,4.89,,71,24,8.99
295,참맛집,4.42,,135,96,8.52
296,정성식당,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_266%2F1441103667731WTurv_JPEG%2FSUBMIT_1342708095306_21829390.jpg,307,272,8.87
297,초량명가,4.09,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170721_168%2F1500604168491pcz2k_PNG%2F186670508324549_0.png,40,6,8.19
298,파리바게뜨 부산초량점,4.29,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_96%2F16498395547302Ywyx_PNG%2Fimage.png,1021,2,8.88
299,만리향,4.63,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200121_118%2F15795878864877LiqB_JPEG%2Fimage.jpg,132,7,8.73
