,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
202,송가네,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191208_280%2F1575778067879PkLhX_JPEG%2FFjRueFFDYpoxFbnhrsJ2li5-.jpg,26,1,1,1,8.7
203,더옹헤야,4.43,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181113_107%2F15420686138296a2I2_JPEG%2FHOXP3MBe2UHf0lvCw-U04MVB.jpg,23,1,1,1,8.63
207,엄지 아구찜 대구탕,4.31,,21,1,0,1,8.49
209,통영회센타,4.31,,106,7,5,6,8.99
211,승승삼겹 장림점,4.35,,78,9,4,6,9.01
213,띵호짜장띵호,4.32,,123,3,6,4,8.86
214,더만소본점,4.57,,23,16,1,7,9.25
219,이열치열옛날양푼이동태찌개 장림점,4.22,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200301_184%2F15830489305609hO2a_JPEG%2Fraaz4hkYs1DhJPSJg-Tu2c53.jpg,102,6,5,5,8.82
221,오성횟집,4.39,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_44%2F1575636784767mTKIN_JPEG%2FmRI-7x9O7Pu7FCBHFQmhbOX_.jpg,27,2,1,2,8.67
223,생생돈까스 부산장림점,4.38,,70,1,4,1,8.64
225,시골돼지국밥,4.37,,76,2,4,2,8.71
227,오뚜기기사식당,4.34,,29,1,2,1,8.56
232,서울깍두기,4.15,,52,2,3,2,8.47
233,내호반점,4.43,,93,1,5,1,8.71
237,무한해물짜장,4.18,,21,2,1,2,8.46
242,거문,4.63,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210110_167%2F16102479054462Duxd_JPEG%2Ff3oepW6aPxjgc_pHjAdwPLcY.jpg,23,1,1,1,8.83
243,마포통숯불구이,4.57,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190113_39%2F15473072353643vmbW_JPEG%2FXnH0H383fCAD_OMf6VraqpLB.jpeg.jpg,91,10,5,7,9.33
245,청해횟집,4.73,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191207_211%2F1575682038372y6m8c_JPEG%2FmTgP98iB7cvRkkgqimV6dhWc.jpg,21,3,1,4,9.17
246,만년닭강정 장림점,4.36,,162,4,7,4,8.92
253,곤지암할매소머리국밥 장림점,4.07,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191206_174%2F1575637375258nH8Du_JPEG%2Frn0FuLV8EKwO9PyQeQaKHQcz.jpg,32,2,2,2,8.37
255,도노텀블 장림점,5.0,,21,2,1,3,9.36
257,문현대풍곱창,4.63,,16,1,0,1,8.81
264,봉구비어 장림점,4.3,,20,1,0,1,8.48
265,비어캡 장림점,4.41,,19,1,0,1,8.59
266,그집커피,4.25,,23,1,1,1,8.45
269,제주토종돼지국밥,4.39,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200701_289%2F1593611297320yRtnW_JPEG%2FYAQepT12YwnCMhplYmiUn1DT.jpg,64,1,3,1,8.63
272,제이카페,4.61,,88,1,5,1,8.89
274,국민삼겹 장림점,4.46,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200413_268%2F15867761495858VlWb_JPEG%2Ffv4XuAixB9yapI9poxxzo0_6.jpeg.jpg,33,11,2,7,9.16
278,어부홍씨횟집,4.39,,47,5,3,5,8.95
280,쪼매난맥주집,4.73,,13,2,0,3,9.07
286,별난멸치국수,4.28,,15,1,0,1,8.46
288,시골집,4.69,,26,2,1,3,9.05
293,덮앤돈장림점,5.0,,11,1,0,1,9.18
295,한근갈비,4.15,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200111_86%2F1578702167584LO7qj_JPEG%2F6kjQVkorgXUWwpFiGjXaGBBp.jpg,22,2,1,3,8.51
