,점포명,별점,이미지,방문자 리뷰 수,블로그 리뷰 수,방문자 리뷰 구간,블로그 리뷰 구간,평점
162,동경초밥,4.24,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_182%2F1441061023364qt5NQ_JPEG%2F106377546671412_0.jpg,62,23,1,3,8.6
163,소문난똥집이모,4.33,,137,276,3,8,9.13
164,동궁횟집,3.88,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210709_295%2F1625814605763RG5Jb_JPEG%2FcagWluAKm0YiPrhEoe3fvT8p.jpeg.jpg,42,4,0,0,7.98
166,부평동맷돌빈대떡 2호점,4.39,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_154%2F144100925213805nWF_JPEG%2F156778556423404_0.jpeg,237,159,5,7,9.15
167,부엉이 마을,4.61,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180312_159%2F1520812865474qFAgY_JPEG%2Fcv0bEtfFU6iOfZGY9VK_tFNn.jpg,128,143,3,7,9.33
168,부산맛집불닭발 효팅불닭,4.41,,88,6,2,0,8.55
169,FARO COFFEE,4.31,,285,65,6,5,8.93
170,물꽁식당,4.36,,299,93,6,6,9.06
171,찹찹왕돈까스 서대신점,4.44,,110,62,2,5,8.98
174,쓰리몽키즈,4.46,,66,10,1,1,8.66
175,통큰한우참숯구이,4.58,,59,19,1,2,8.86
176,역전할머니맥주 부산동대신점,4.46,,210,14,5,1,8.74
177,별난김해뒷고기껍데기 부민점,4.33,,56,19,0,2,8.59
178,초가집양곱창,4.33,,81,39,1,4,8.77
180,용광횟집,4.47,,88,125,2,7,9.17
181,거인통닭 부민점,4.41,,377,82,7,6,9.13
182,교촌치킨 대신점,4.18,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220715_82%2F1657857803415JjzG3_JPEG%2FBI_LOGO_KYOCHON1991.jpg,183,7,5,0,8.38
183,채선당 부산대신점,4.31,,222,30,5,3,8.75
184,해전곱창,4.62,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220119_294%2F1642584160909odcl7_JPEG%2F%25BC%25AD%25BA%25EA_%25285%2529.JPG,291,506,6,9,9.56
185,오는정케이크,4.0,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210916_148%2F1631789985275ry2jb_PNG%2FRq8P34kPYqelxtm_MU2Gg3d7.png,21,103,0,6,8.58
186,텐퍼센트커피 대신푸르지오점,4.62,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200609_42%2F1591664919072k62Ie_JPEG%2Fehu01LHUl0h91UavpifWr_F4.jpg,162,12,4,1,8.88
187,홍복,4.3,,250,22,6,3,8.76
188,밀곳,4.67,,465,20,8,2,9.09
189,파리바게뜨 동대신점,4.4,,1665,11,9,1,8.76
190,이삭토스트 부산동대신역점,4.62,,315,5,7,0,8.86
191,썬더치킨 서대신점,4.57,,105,4,2,0,8.71
193,소봉정,4.39,,160,23,4,3,8.81
194,곱닭곱닭,4.82,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201107_118%2F1604738440497nDiiE_JPEG%2FVp4eORS2oS9dsZRbRBgjxzqf.jpg,116,172,2,7,9.52
195,국제통닭 부평본점,4.35,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220107_190%2F1641522772307UMBhY_JPEG%2F20220105_134115%25280%2529.jpg,418,254,8,8,9.25
196,유가네닭갈비 대신점,4.44,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200227_168%2F1582781176918XiVPI_PNG%2FSXlCZCIAbbp8qXO531FhjnsI.png,162,19,4,2,8.78
197,천하왕소금구이,4.45,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181221_222%2F1545377034640Vu8lr_JPEG%2FQmRxg7uO69NL617yv6K8OplY.jpg,187,27,5,3,8.89
199,갓식빵 대신동점,4.64,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200709_108%2F1594262431994wrPMX_JPEG%2FFYq3TWX34AVLmPKd8WNxJ58_.jpeg.jpg,181,3,4,0,8.82
200,장우손부산어묵 깡통시장본점,4.54,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210810_130%2F1628576571451Q4Rmh_JPEG%2FXvKOFKdR0rfniaUwRckLIPd6.jpg,180,55,4,5,9.12
202,시골통돼지볶음,4.58,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181102_213%2F1541141402125DjkPJ_JPEG%2FOqijkPFzyXvIti7ccyFLvlWc.jpeg.jpg,144,30,3,3,8.98
203,갈대집,4.51,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_185%2F1441001643383dGn9a_JPEG%2F106763566241522_0.jpg,130,7,3,0,8.67
204,박대포 소금구이,4.56,,202,261,5,8,9.4
205,육화정,4.43,,121,19,2,2,8.73
206,3678통장어,4.48,,121,25,2,3,8.86
207,투고샐러드 동아대 부민점,4.69,,286,35,6,4,9.23
209,목구멍 남포점,4.71,,267,96,6,6,9.41
210,배스킨라빈스 부산동대신점,4.42,,1246,10,9,1,8.78
211,낙동강생오리집,4.34,,61,406,1,9,9.18
212,솔레미오 부산대신점,4.49,,57,18,0,2,8.75
213,소담 얼큰칼국수,4.61,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200102_102%2F1577950071648cvYmr_JPEG%2FtH0eSGtqCeE-7Xaaeiej0bFg.jpg,150,66,3,5,9.17
214,빨간고래 대신본점,4.42,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210706_97%2F1625555674496KYEmJ_JPEG%2F_diio646Z3c4PORpYoFHJUU9.jpeg.jpg,63,19,1,2,8.7
215,조선의한우 부산남포점,4.6,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190419_244%2F1555668491385wqEEX_JPEG%2FaQZGg-GavZJZ2w3OEawj-zbT.jpg,333,565,7,9,9.56
216,스시호우,4.5,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210511_156%2F1620740074638Cwl0K_JPEG%2FmRzx0kzluD7sSTUaqRXckK_3.jpg,58,105,1,6,9.1
217,착한소,4.23,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190307_107%2F1551953787458zw1PT_JPEG%2Fkyt5OHdKiPz8EH7cNIHyCqec.jpg,285,95,6,6,8.93
218,한솥도시락 구덕운동장점,4.5,,364,5,7,0,8.74
219,몽실종가돼지국밥,4.88,,72,20,1,2,9.16
220,컴포즈커피 서대신점,4.63,,218,1,5,0,8.83
221,디케이치킨 동키치킨 서대신푸르지오점,4.61,,32,1,0,0,8.71
222,대신동마카롱,4.53,,111,25,2,3,8.91
224,닭발타임,4.44,,139,66,3,5,9.0
225,파리바게뜨 동아대병원점,4.36,,769,16,9,2,8.8
227,오복통닭,4.48,,332,202,7,8,9.36
228,이소원막국수,4.49,,141,36,3,4,8.97
229,맛찬들왕소금구이 부평점,4.42,,590,64,8,5,9.08
230,샌치하다,4.61,,54,14,0,1,8.79
231,만두우,4.31,,69,70,1,5,8.83
233,새진주식당,4.23,,266,110,6,7,9.01
234,마루마루이자까야,4.42,https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201030_6%2F1604034879271u3P0O_JPEG%2FaRI0kcLJkCSX7nHIOeiNX4mU.jpg,52,12,0,1,8.6
235,동대문엽기떡볶이 동아대부민점,4.2,,377,20,7,2,8.6
